Mean_Integrated,EK,Skewness,Mean_DMSNR_Curve,SD_DMSNR_Curve,EK_DMSNR_Curve,Skewness_DMSNR_Curve,Class
104.7316527,4.026748190771547,0.679113258,3.945980931,30.104619119,5.850115018,40.135868258,1
124.29836,0.5702131161651531,-0.321724866,11.965294478,17.446572927,4.679385669,74.678725399,0
118.2522515,0.533765126007179,0.247452169,2.253499928,19.820524686,7.943246845,71.755597478,0
116.6455216,0.16046264992349904,-0.107670398,1.360516102,14.95873688,8.980364872,130.568619748,0
111.7584274,0.644107632849617,1.234148634,2.946733347,13.38529963,9.288517341,180.42509471,1
128.0190328,0.6337621276110759,-0.315000126,9.66624669,33.575223188,4.222660716,49.052351314,0
67.913394,4.714775793131652,4.238586499,23.600700683,62.1418418,4.395942953,3.374987041,1
86.1352608,2.1117931165332875,0.75063014,3.957240415,17.90778702,4.205878792,69.582082313,1
83.0176065,3.9229879363942124,4.238586499,20.209632709,52.072961364,2.304196438,2.957348372,1
119.8104865,0.24802054338257298,-0.041479078,1.81107236,15.486832965,14.459679652,206.81724664,0
98.8987588,0.8954363014163598,-0.253582158,2.77879995,17.694947372,8.844718311,92.322600521,1
62.6722926,5.312925407531935,4.238586499,4.6397652,32.022197943,7.047350943,21.307111488,1
88.8083857,1.3066370240559424,-0.267539627,0.650501672,11.602682744,14.819913975,310.610813701,0
81.4987903,0.10135603152610195,2.865596062,14.85836585,54.887441072,9.517924458,35.960276691,1
74.185495,2.7696351766510108,0.781100085,12.433658175,44.870706026,2.84188619,20.001678236,1
117.7220063,1.1894904897210863,-0.198001632,4.148082801,28.499771752,8.10689765,87.121795798,0
107.581739,0.7304973904436003,0.434997346,7.814551665,28.210799163,4.495238782,49.250001333,0
116.2869895,0.014061224820659024,0.335867609,2.61752339,11.978292334,12.80018213,173.824069022,0
68.7529158,3.9216196723859023,3.116004188,8.082010476,26.290598462,6.853696762,41.640172397,1
78.2363816,2.3532670152189024,3.361067863,2.688031523,20.017290655,7.175878882,96.169857582,1
116.4792173,0.43870494671939636,0.064342556,0.780936158,12.849574092,13.87617802,232.100257315,0
118.3806453,0.3880304765344749,2.147947638,2.363971117,18.778138208,11.641748679,106.39420379,0
111.3866941,0.9195603163264475,-0.213304299,2.676978038,17.238208579,5.964033677,76.320182515,0
118.2784192,0.4747747608660134,1.30629884,2.070079177,14.717319565,9.79623876,122.771483938,0
86.2330316,0.909154076933151,0.223893081,1.890107878,11.218640575,14.161298063,221.414648679,0
82.6605972,1.2377045928471926,0.140279868,21.839799243,55.697781437,1.481482624,-1.630793986,1
128.4065721,0.5338882473412615,1.753966983,1.153890838,11.560556314,11.824787487,305.207583179,0
88.4618623,1.7040287175263276,2.702681331,0.650501672,9.956067718,15.950665673,191.887288489,1
128.4008189,0.3596388330353706,-0.111116601,1.720613603,14.632233148,11.136943934,204.371644889,0
80.7131801,0.3099101460815129,-0.627968785,0.95819295,14.796123508,14.72398981,163.572674634,0
101.4914119,1.7818659312097644,2.939297386,2.579712546,14.557576232,8.317131125,130.677963117,1
100.7049411,6.046681105940204,3.450596294,26.187205388,52.296748557,5.042175495,9.620622248,1
131.2257149,0.5031787848500875,-0.132895929,29.466995352,54.887198796,1.544241074,14.33939858,0
141.6765423,0.2981784419535148,-0.210573069,1.922500639,12.559614847,9.090316578,135.405302911,0
117.1951784,0.5254912855024869,1.136018439,2.342812741,15.451936563,9.041471796,122.532971825,0
72.0177451,4.268531070214628,4.238586499,33.634830276,61.20156043,1.259919518,-1.630793986,1
96.4648863,0.6058125340485786,2.163899341,1.109990888,11.347979809,14.123871945,208.932492906,0
128.8566172,0.5130949881127655,-0.092605338,1.04498151,14.136151325,17.123940816,132.236667251,0
101.16104,1.6546877785891043,1.728905261,1.998712804,13.558734875,11.869281696,140.145335582,0
112.0415455,0.1594308933494367,-0.013149696,0.890489183,11.481838691,14.62865788,237.639235896,0
92.8924548,2.015849674661337,0.484685115,3.062317488,21.070257916,8.543695241,72.957595982,1
88.0825825,1.4082971439943004,0.334848747,8.228594965,29.896046203,3.902843908,23.978562029,0
116.7863659,0.5962981640286174,0.552351257,0.76960995,11.43539281,11.675812089,186.672476235,0
116.9320971,0.35558330215855893,0.20998494,15.723579038,54.211610916,2.493543779,6.917845338,1
138.5049881,0.44443541699390554,0.215026498,6.743354673,36.038989771,4.083832323,53.356608702,0
118.4166733,0.28454398711193746,0.440407675,2.646011112,15.966720623,3.904656147,127.174031529,0
117.4810207,0.08946196957120506,-0.471453158,2.403962836,17.972827956,8.64567161,56.274159795,0
111.7686114,0.25824620349697636,-0.031876049,22.283984426,62.1418418,1.652805046,20.430006593,0
78.2190642,1.3561567458897381,0.982300597,2.726865973,15.66097811,10.344927677,122.06734974,1
138.1433469,0.1452813956686862,0.155986095,1.114652846,14.327981109,16.617612611,225.615523737,0
89.1468785,0.622227836321438,0.445676953,0.650501672,10.808551585,10.279961888,168.617567763,0
90.4712816,1.7982634177951426,0.699138394,2.690165333,24.145824827,11.269288687,173.465969105,1
114.9325441,0.6676305102729511,0.280639326,8.19293684,39.776677771,3.474646145,50.203690888,0
92.3357314,0.30065274568846756,1.840694762,3.098656156,15.732129293,8.622958729,98.704394351,0
116.7226062,0.6511209307830922,-0.248946246,9.857895152,40.200467997,3.670527258,61.605949419,0
106.2329767,0.831622831274024,1.807879608,2.754240354,23.227296015,7.588690693,74.494107631,1
118.4122964,0.8052919146533329,0.279224205,8.297904708,34.68480703,5.134851011,40.801804851,0
103.7042639,0.15549125545051226,2.483270379,2.057656777,14.680880939,9.725655303,151.65581233,0
138.543097,0.5095194784769694,-0.348097414,6.624886319,34.640086666,5.147827484,59.362025249,0
146.1483726,0.5664961332422922,0.663049529,1.752858955,12.193411173,10.32277665,171.145711794,0
133.1750933,0.059619602443364624,-0.480691299,2.830272746,21.989219053,9.881965489,62.064312204,0
98.9871975,1.9376909954257673,0.33292932,9.855209087,56.948373408,4.232803981,19.235466211,1
125.5559907,0.5855418287079608,0.064001181,0.772443154,10.694782315,13.410447445,187.643935104,0
91.2279647,1.1875737695351591,1.799027785,1.822241554,19.404996071,10.513159137,194.939258916,1
89.6223705,5.694059853379083,1.023487702,3.576440213,48.885299341,9.098103439,62.329642165,1
110.0281917,0.4442398311276564,-0.152391101,0.692002652,11.228036324,12.568992879,320.613183343,0
125.2250006,0.560939230727251,0.403457168,16.061696979,49.384987601,13.590417765,16.943078103,0
130.6419225,0.29589947479599593,0.251273077,12.139405582,59.427204038,3.409555886,16.342846931,0
108.9156795,0.276042981876061,0.440855266,2.681711062,11.054928771,12.652830544,166.102928279,1
