Mean_Integrated,EK,Skewness,Mean_DMSNR_Curve,SD_DMSNR_Curve,EK_DMSNR_Curve,Skewness_DMSNR_Curve,Class
110.7594597,1.7841330482951723,0.068269949,2.261206195,13.850069634,7.758861745,104.716144723,1
122.4959511,0.6358878983668418,0.052524987,14.278908176,39.880202125,2.636837453,26.481586828,0
126.3384161,0.10283063646289656,-0.028385209,3.570033617,31.946689488,6.120348647,47.374582604,0
120.6893482,0.14294551805998595,-0.412894075,7.106398799,25.154280087,4.793688088,51.343527909,0
105.6083155,0.673425932303994,0.918835288,2.063242853,22.620936845,10.550876932,77.31671451,1
101.5765175,0.6639874576121052,-0.190671493,1.196996606,11.280044502,15.20823376,206.379956758,0
103.7917989,0.17069088627752182,4.172738209,3.629944429,30.170717746,8.992000749,71.128974177,1
92.7307755,1.287462340785814,0.21606412,3.086476856,21.098906886,5.385335452,90.233070042,1
76.2187899,0.9977045915241783,4.238586499,2.51659306,23.71905079,7.898098032,89.701179196,1
127.3330257,0.8570957607917107,-0.230083036,25.752098079,53.86475682,3.668816443,14.235485798,0
96.2610157,0.7599711779015706,-0.191480619,2.360824138,20.583843095,9.356015024,107.010902642,1
78.204992,2.280113475287073,3.844178807,3.569241669,17.642289598,7.285987187,92.103542745,1
115.7590947,0.8762939531698186,-0.213782078,14.646380429,38.285387838,6.262923612,14.819992333,0
86.7408583,0.10753649145382177,3.18538373,2.782239079,24.250152528,10.421489073,75.386881013,1
89.3169222,1.8913749425377193,3.694609957,3.916338193,18.639836883,4.040106196,80.697830204,1
125.9794116,0.17745112859967627,-0.167435306,19.594262752,62.1418418,3.600339924,16.618572808,0
132.7818848,3.796098387287559e-05,-0.296293271,3.598256145,19.128895258,6.453245524,50.462729346,0
114.2426337,1.6203422553885187,0.499375456,1.635392233,11.541544109,13.091453647,148.307659106,0
87.6445227,2.6145665466042294,0.510079931,2.433925933,19.581095581,10.786976601,86.347363345,1
89.6593127,0.07808629196257509,3.926190675,2.726311159,19.831507322,8.451378308,78.165004963,1
121.7541355,0.6407573852609818,-0.141607078,10.853004932,14.360812003,4.523449141,17.095043367,0
135.64483,0.6652051470954494,0.659760056,1.716583668,11.703183503,11.670889455,322.111488038,0
127.3773419,0.9236035768592291,-0.394676915,3.244330541,21.188852093,6.831199801,70.661404584,0
117.8850644,0.18787437409037194,-0.256919347,4.621900758,32.541880202,5.84726819,35.348738876,0
111.9466437,0.7369332383045551,-0.10951947,2.575560135,29.761435646,6.700812594,91.661087529,0
112.5913283,0.9322604984026197,1.285823297,2.327527474,17.924986404,7.849312702,100.439373639,1
147.2987722,0.5694089042191722,0.533284625,1.405791906,11.676544992,10.09044389,177.446524881,0
107.0583437,1.1071822712314385,-0.440317254,2.795941152,15.855507277,8.094647186,51.544937719,1
124.9385442,0.231263209064388,-0.22961852,2.798364755,18.633792976,7.421700954,70.361524497,0
85.555333,0.40831382640542657,-0.427320941,3.443662024,49.02088126,5.50744492,24.134580825,0
104.7670471,1.106435715642207,1.251329774,3.49845185,19.956873881,8.559511065,102.363947017,1
117.5779342,0.07155398861189038,1.222258863,1.773311933,14.396843365,10.639908958,163.38762235,1
