Mean_Integrated,EK,Skewness,Mean_DMSNR_Curve,SD_DMSNR_Curve,EK_DMSNR_Curve,Skewness_DMSNR_Curve,Class
140.5625,1.502968692410874,-0.699648398,3.199832776,19.11042633,7.975531794,74.24222492,0
102.5078125,0.7884228857919864,-0.515087909,1.677257525,14.86014572,10.57648674,127.3935796,0
103.015625,0.3235578234867124,1.051164429,3.121237458,21.74466875,7.735822015,63.17190911,0
136.75,0.95898253930832,-0.636238369,3.642976589,20.9592803,6.89649891,53.59366067,0
88.7265625,1.2321977166741958,1.123491692,1.178929766,11.4687196,14.26957284,252.5673058,0
93.5703125,1.0064232702051383,0.416721117,1.636287625,14.54507425,10.6217484,131.3940043,0
130.3828125,1.2533357076929503,0.389540448,1.220735786,14.37894124,13.53945602,198.2364565,0
107.25,0.7470726890922178,0.170347382,2.331939799,14.48685311,9.001004441,107.9725056,0
107.2578125,0.7902687521604699,1.162877124,4.079431438,24.98041798,7.397079948,57.78473789,0
142.078125,1.7837314144135406,0.283952506,5.376254181,29.00989748,6.076265849,37.83139335,0
133.2578125,1.000382156027408,0.115361506,1.632107023,12.00780568,11.97206663,195.5434476,0
134.9609375,1.1779732851937488,-0.080469602,10.69648829,41.34204361,3.893934139,14.13120625,0
117.9453125,0.3304631997919707,0.661459458,2.836120401,23.11834971,8.943211912,82.47559187,0
138.1796875,0.8392799876599781,0.046797173,6.330267559,31.57634673,5.155939859,26.14331017,0
114.3671875,1.0443806797286663,-0.287984087,2.738294314,17.19189079,9.050612454,96.61190318,0
109.640625,0.2843871031192372,-0.256699775,1.508361204,12.07290134,13.36792556,223.4384192,0
100.8515625,0.5543976926156247,-0.011240741,2.841137124,21.63577754,8.302241891,71.58436903,0
136.09375,0.8853003450830399,-0.271816393,9.342809365,38.09639955,4.345438138,18.67364854,0
99.3671875,4.330421682705481,4.154106043,27.55518395,61.71901588,2.20880796,3.662680136,1
100.890625,1.3193512843365816,-0.026497802,3.883779264,23.04526673,6.953167635,52.27944038,0
105.4453125,0.267958602041874,0.320419676,3.551839465,20.75501684,7.739552295,68.51977061,0
95.8671875,0.3335713179503454,0.803501794,1.83277592,12.24896949,11.249331,177.2307712,0
117.3671875,0.1095246994677553,-0.405049077,6.018394649,24.76612335,4.807783224,25.52261561,0
106.6484375,0.5037115779092157,-0.266371607,2.43645485,18.40537062,9.378659682,96.86022536,0
112.71875,0.1797096784140235,-0.129010712,8.281772575,37.81001224,4.691826852,21.27620977,0
130.8515625,0.2681454584965027,0.018885442,2.64632107,15.65443599,9.464164025,115.6731586,0
119.4375,0.7433437246490844,-0.460360287,2.365384615,16.49803188,9.008351898,94.75565692,0
123.2109375,0.1477298998877516,-0.17728516,2.107023411,16.92177312,10.08033334,112.5585913,0
102.6171875,0.0194442094713882,0.193325371,1.489130435,16.00441146,12.64653474,171.8329021,0
110.109375,0.4244310034719239,0.68311261,1.010033445,13.02627521,14.66651082,231.2041363,0
128.34375,0.896338328497014,-0.208256987,2.173913043,12.9939472,9.965757364,141.5100843,0
142.0546875,2.276275848706424,-0.125946417,4.423076923,27.08351266,6.681658306,45.94403008,0
121.1328125,0.1543318218869051,0.024918111,2.151337793,20.55243738,9.920468181,99.74707919,0
102.328125,0.2986793503283713,-0.202183315,1.898829431,13.83904002,11.61993869,172.1303732,0
147.8359375,1.1641434160881805,-0.288851172,2.692307692,17.08088101,8.849177975,92.20174502,0
108.0390625,0.3164474858770848,1.821631493,3.899665552,23.72205203,7.506209958,60.88691267,0
107.875,0.888888779224136,1.481815856,1.173913043,12.01691346,14.53428973,252.6947381,0
118.84375,1.0926507693528165,0.137683548,2.33277592,14.71602871,9.634175054,118.6696797,0
138.4609375,0.864618877296416,-0.176243068,2.443143813,18.3133067,8.672894053,83.06924213,0
116.203125,0.0410978842319772,-0.022177703,3.606187291,18.94498977,7.035644684,59.23122572,0
120.5546875,0.1912766311901301,0.419908714,1.358695652,13.07903424,13.31214143,212.5970294,1
121.8828125,0.0785061804229201,-0.282219034,2.116220736,16.58087621,8.947602793,91.01176155,0
125.2109375,0.2771338419625161,-0.385736754,1.147993311,12.41401211,14.06879728,228.1315536,0
107.90625,0.7737832420869885,0.29651005,1.993311037,13.84106954,9.969395408,128.7447168,0
106.28125,0.6036088808415182,1.032014666,1.610367893,17.25115554,12.11019331,152.0149562,0
106.3359375,0.6356184287013962,0.603995884,1.200668896,12.38856143,13.30645184,209.41199,0
125.734375,0.6481837831897633,-0.429632907,4.850334448,29.93619483,6.361837308,40.25501275,0
113.546875,0.3093823672911041,-0.202839025,2.407190635,14.42205142,9.310343318,113.6874714,0
134.0390625,1.376180321637481,-0.396816077,1.107859532,13.23858397,13.77580037,208.4202575,0
105.1171875,0.7868832762162946,0.878058377,4.283444816,23.96731526,6.562543005,46.66728734,0
95.328125,0.5303613994459958,0.755115427,2.694816054,17.9985973,9.094177089,97.80243629,0
112.859375,0.1628248461874292,-0.404019163,3.032608696,19.69431374,7.266252257,58.03777067,0
108.625,0.7499157398094441,0.069731528,2.304347826,16.18365586,9.780440566,114.9993838,0
113.953125,0.0334704818203451,0.289792216,1.081103679,13.48209307,14.25608113,216.8362204,0
141.96875,0.0670324861691847,-0.342664657,2.823578595,16.23818776,8.207743613,85.53258352,0
136.5,0.5889040067549501,-0.374311456,1.555183946,12.81353792,13.31433912,214.813089,0
83.6796875,1.1394330304658944,2.66461052,4.0409699,23.16912864,7.006681423,53.51400467,0
135.859375,0.519675032627581,-0.366114187,20.77424749,52.77264803,2.730908619,6.607439551,0
112.09375,0.6353576926736666,0.350156301,2.204013378,17.37868175,9.520551079,100.7875964,0
126.8671875,0.2886323466204442,-0.588709439,1.149665552,13.96514443,13.23049959,186.2685104,0
117.5390625,0.1681512405981926,-0.150653604,1.060200669,14.28934355,14.17637248,208.2780851,0
143.0859375,1.2508424570780183,-0.153332697,3.563545151,21.28808157,7.337117054,59.16844081,0
101.296875,0.5420120634161382,1.551969375,4.925585284,26.32242163,6.086053659,39.11620774,0
119.8984375,0.2655860318729255,-0.528427658,4.04180602,24.57913147,6.581293412,44.89951492,0
123.125,1.0201290959959102,0.087932382,1.280936455,10.68864639,14.63669101,288.668932,0
102.046875,0.7455612942715104,0.272447732,2.37541806,13.9284014,9.127499454,116.0232222,0
